year,income_min,income_max,households
2016,180000,184999.0,722000
2016,185000,189999.0,606000
2016,190000,194999.0,621000
2016,195000,199999.0,482000
2016,200000,249999.0,3848000
2016,250000,,4926000
2017,0,5000.0,4371000
2017,5000,9999.0,3295000
2017,10000,14999.0,5825000
2017,15000,19999.0,6047000
2017,20000,24999.0,6097000
2017,25000,29999.0,5738000
2017,30000,34999.0,6100000
2017,35000,39999.0,5720000
2017,40000,44999.0,5098000
2017,45000,49999.0,4991000
2017,50000,54999.0,5152000
2017,55000,59999.0,4194000
2017,60000,64999.0,4411000
2017,65000,69999.0,3709000
2017,70000,74999.0,3811000
2017,75000,79999.0,3766000
2017,80000,84999.0,3565000
2017,85000,89999.0,3035000
2017,90000,94999.0,2753000
2017,95000,99999.0,2644000
2017,100000,104999.0,2692000
2017,105000,109999.0,2180000
2017,110000,114999.0,2278000
2017,115000,119999.0,1932000
2017,120000,124999.0,1992000
2017,125000,129999.0,1656000
2017,130000,134999.0,1547000
2017,135000,139999.0,1424000
2017,140000,144999.0,1342000
2017,145000,149999.0,1134000
2017,150000,154999.0,1489000
2017,155000,159999.0,1006000
2017,160000,164999.0,1085000
2017,165000,169999.0,784000
2017,170000,174999.0,869000
2017,175000,179999.0,849000
2017,180000,184999.0,730000
2017,185000,189999.0,688000
2017,190000,194999.0,697000
2017,195000,199999.0,508000
2017,200000,249999.0,4416000
2017,250000,,6050000
2018,0,5000.0,4283000
2018,5000,9999.0,3337000
2018,10000,14999.0,5510000
2018,15000,19999.0,5772000
2018,20000,24999.0,5672000
2018,25000,29999.0,5469000
2018,30000,34999.0,5822000
2018,35000,39999.0,5404000
2018,40000,44999.0,5195000
2018,45000,49999.0,4839000
2018,50000,54999.0,5300000
2018,55000,59999.0,4417000
2018,60000,64999.0,4604000
2018,65000,69999.0,3999000
2018,70000,74999.0,3795000
2018,75000,79999.0,3950000
2018,80000,84999.0,3349000
2018,85000,89999.0,3064000
2018,90000,94999.0,3102000
2018,95000,99999.0,2581000
2018,100000,104999.0,2866000
2018,105000,109999.0,2449000
2018,110000,114999.0,2318000
2018,115000,119999.0,1971000
2018,120000,124999.0,2004000
2018,125000,129999.0,1780000
2018,130000,134999.0,1678000
2018,135000,139999.0,1426000
2018,140000,144999.0,1414000
2018,145000,149999.0,1316000
2018,150000,154999.0,1492000
2018,155000,159999.0,978000
2018,160000,164999.0,1161000
2018,165000,169999.0,970000
2018,170000,174999.0,905000
2018,175000,179999.0,835000
2018,180000,184999.0,772000
2018,185000,189999.0,686000
2018,190000,194999.0,584000
2018,195000,199999.0,565000
2018,200000,249999.0,4572000
2018,250000,,6375000
2019,0,5000.0,3784000
2019,5000,9999.0,2702000
2019,10000,14999.0,5141000
2019,15000,19999.0,5171000
2019,20000,24999.0,5066000
2019,25000,29999.0,5247000
2019,30000,34999.0,5457000
2019,35000,39999.0,4702000
2019,40000,44999.0,5377000
2019,45000,49999.0,4972000
2019,50000,54999.0,4885000
2019,55000,59999.0,4364000
2019,60000,64999.0,4531000
2019,65000,69999.0,3655000
2019,70000,74999.0,3807000
2019,75000,79999.0,3549000
2019,80000,84999.0,3402000
2019,85000,89999.0,3013000
2019,90000,94999.0,3023000
2019,95000,99999.0,2817000
2019,100000,104999.0,2852000
2019,105000,109999.0,2491000
2019,110000,114999.0,2413000
2019,115000,119999.0,1965000
2019,120000,124999.0,2393000
2019,125000,129999.0,1785000
2019,130000,134999.0,1778000
2019,135000,139999.0,1582000
2019,140000,144999.0,1400000
2019,145000,149999.0,1311000
2019,150000,154999.0,1721000
2019,155000,159999.0,1208000
2019,160000,164999.0,1260000
2019,165000,169999.0,1008000
2019,170000,174999.0,1251000
2019,175000,179999.0,997000
2019,180000,184999.0,908000
2019,185000,189999.0,820000
2019,190000,194999.0,828000
2019,195000,199999.0,647000
2019,200000,249999.0,5354000
2019,250000,,7816000
2020,0,5000.0,4211000
2020,5000,9999.0,2926000
2020,10000,14999.0,5109000
2020,15000,19999.0,5667000
2020,20000,24999.0,5609000
2020,25000,29999.0,5186000
2020,30000,34999.0,5329000
2020,35000,39999.0,5285000
2020,40000,44999.0,5100000
2020,45000,49999.0,4684000
2020,50000,54999.0,5063000
2020,55000,59999.0,4301000
2020,60000,64999.0,4264000
2020,65000,69999.0,3818000
2020,70000,74999.0,3971000
2020,75000,79999.0,3681000
2020,80000,84999.0,3490000
2020,85000,89999.0,2873000
2020,90000,94999.0,3086000
2020,95000,99999.0,2677000
2020,100000,104999.0,3122000
2020,105000,109999.0,2394000
2020,110000,114999.0,2469000
2020,115000,119999.0,1851000
2020,120000,124999.0,2141000
2020,125000,129999.0,1771000
2020,130000,134999.0,1690000
2020,135000,139999.0,1628000
2020,140000,144999.0,1479000
2020,145000,149999.0,1371000
2020,150000,154999.0,1576000
2020,155000,159999.0,1219000
2020,160000,164999.0,1251000
2020,165000,169999.0,995000
2020,170000,174999.0,1109000
2020,175000,179999.0,978000
2020,180000,184999.0,940000
2020,185000,189999.0,755000
2020,190000,194999.0,848000
2020,195000,199999.0,695000
2020,200000,249999.0,5134000
2020,250000,,8185000
2021,0,5000.0,4299000
2021,5000,9999.0,2658000
2021,10000,14999.0,5309000
2021,15000,19999.0,5202000
2021,20000,24999.0,5412000
2021,25000,29999.0,5065000
2021,30000,34999.0,5203000
2021,35000,39999.0,4927000
2021,40000,44999.0,4998000
2021,45000,49999.0,4423000
2021,50000,54999.0,4972000
2021,55000,59999.0,4277000
2021,60000,64999.0,4440000
2021,65000,69999.0,3725000
2021,70000,74999.0,3818000
2021,75000,79999.0,3601000
2021,80000,84999.0,3426000
2021,85000,89999.0,3059000
2021,90000,94999.0,2943000
2021,95000,99999.0,2530000
2021,100000,104999.0,3213000
2021,105000,109999.0,2524000
2021,110000,114999.0,2387000
2021,115000,119999.0,2049000
2021,120000,124999.0,2156000
2021,125000,129999.0,1847000
2021,130000,134999.0,1894000
2021,135000,139999.0,1655000
2021,140000,144999.0,1770000
2021,145000,149999.0,1356000
2021,150000,154999.0,1646000
2021,155000,159999.0,1275000
2021,160000,164999.0,1277000
2021,165000,169999.0,1058000
2021,170000,174999.0,1141000
2021,175000,179999.0,966000
2021,180000,184999.0,1019000
2021,185000,189999.0,950000
2021,190000,194999.0,758000
2021,195000,199999.0,735000
2021,200000,249999.0,6051000
2021,250000,,9186000
2022,0,5000.0,4305000
2022,5000,9999.0,2131000
2022,10000,14999.0,4536000
2022,15000,19999.0,4725000
2022,20000,24999.0,5047000
2022,25000,29999.0,4728000
2022,30000,34999.0,5285000
2022,35000,39999.0,4674000
2022,40000,44999.0,4761000
2022,45000,49999.0,4453000
2022,50000,54999.0,4838000
2022,55000,59999.0,4252000
2022,60000,64999.0,4463000
2022,65000,69999.0,3867000
2022,70000,74999.0,3904000
2022,75000,79999.0,3669000
2022,80000,84999.0,3505000
2022,85000,89999.0,3061000
2022,90000,94999.0,3132000
2022,95000,99999.0,2838000
2022,100000,104999.0,3312000
2022,105000,109999.0,2321000
2022,110000,114999.0,2462000
2022,115000,119999.0,2188000
2022,120000,124999.0,2421000
2022,125000,129999.0,2086000
2022,130000,134999.0,1996000
2022,135000,139999.0,1730000
2022,140000,144999.0,1680000
2022,145000,149999.0,1375000
2022,150000,154999.0,2005000
2022,155000,159999.0,1389000
2022,160000,164999.0,1461000
2022,165000,169999.0,1131000
2022,170000,174999.0,1144000
2022,175000,179999.0,1043000
2022,180000,184999.0,1106000
2022,185000,189999.0,921000
2022,190000,194999.0,940000
2022,195000,199999.0,889000
2022,200000,249999.0,6024000
2022,250000,,9636000
2023,0,5000.0,4068000
2023,5000,9999.0,1782000
2023,10000,14999.0,3972000
2023,15000,19999.0,4299000
2023,20000,24999.0,4553000
2023,25000,29999.0,4597000
2023,30000,34999.0,4592000
2023,35000,39999.0,4634000
2023,40000,44999.0,4403000
2023,45000,49999.0,4521000
2023,50000,54999.0,4717000
2023,55000,59999.0,4097000
2023,60000,64999.0,4510000
2023,65000,69999.0,3768000
2023,70000,74999.0,3649000
2023,75000,79999.0,3427000
2023,80000,84999.0,3506000
2023,85000,89999.0,3144000
2023,90000,94999.0,3264000
2023,95000,99999.0,2693000
2023,100000,104999.0,3260000
2023,105000,109999.0,2530000
2023,110000,114999.0,2528000
2023,115000,119999.0,2404000
2023,120000,124999.0,2512000
2023,125000,129999.0,2006000
2023,130000,134999.0,2056000
2023,135000,139999.0,1804000
2023,140000,144999.0,1848000
2023,145000,149999.0,1523000
2023,150000,154999.0,2078000
2023,155000,159999.0,1406000
2023,160000,164999.0,1474000
2023,165000,169999.0,1259000
2023,170000,174999.0,1217000
2023,175000,179999.0,1089000
2023,180000,184999.0,1294000
2023,185000,189999.0,981000
2023,190000,194999.0,943000
2023,195000,199999.0,766000
2023,200000,249999.0,7480000
2023,250000,,11560000
2024,0,5000.0,3840000
2024,5000,9999.0,1760000
2024,10000,14999.0,4009000
2024,15000,19999.0,3945000
2024,20000,24999.0,4652000
2024,25000,29999.0,4407000
2024,30000,34999.0,4698000
2024,35000,39999.0,4518000
2024,40000,44999.0,4301000
2024,45000,49999.0,4551000
2024,50000,54999.0,4509000
2024,55000,59999.0,3905000
2024,60000,64999.0,4338000
2024,65000,69999.0,3480000
2024,70000,74999.0,4056000
2024,75000,79999.0,3596000
2024,80000,84999.0,3550000
2024,85000,89999.0,3128000
2024,90000,94999.0,3056000
2024,95000,99999.0,2800000
2024,100000,104999.0,3273000
2024,105000,109999.0,2562000
2024,110000,114999.0,2353000
2024,115000,119999.0,2256000
2024,120000,124999.0,2442000
2024,125000,129999.0,2121000
2024,130000,134999.0,2125000
2024,135000,139999.0,1821000
2024,140000,144999.0,1923000
2024,145000,149999.0,1605000
2024,150000,154999.0,2137000
2024,155000,159999.0,1588000
2024,160000,164999.0,1520000
2024,165000,169999.0,1417000
2024,170000,174999.0,1329000
2024,175000,179999.0,1256000
2024,180000,184999.0,1237000
2024,185000,189999.0,1034000
2024,190000,194999.0,1137000
2024,195000,199999.0,1015000
2024,200000,249999.0,7883000
2024,250000,,13660000
